Mês;Mês2;GR;N.PoscB;PoscB;Rul.Pos;Posc;N.ResB;Posc2;Cod1;CodG;6810/910;6810/911;Coef_Fre;RecDe;RecIz;Coluna1;Coluna2
200610;200610065;I;1;24;18;59;6;11;I,1,59;I,1,59,6;,;2006;5,5;;24;;
200705;200705028;I;14;26;18;59;6;11;I,14,59;I,14,59,6;,;2007;3,5;;22;;
200709;200709012;I;16;22;18;59;6;11;I,16,59;I,16,59,6;,;2007;7,5;;26;;
200709;200709032;I;23;18;18;59;6;11;I,23,59;I,23,59,6;,;2007;11,5;;30;;
200808;200808086;I;16;22;18;59;6;11;I,16,59;I,16,59,6;,;2008;7,5;;26;;
201223;201223007;D;28;33;18;59;7;32;D,28,59;D,28,59,7;,;2012;-3,5;1;;;
200614;200614132;I;9;28;18;59;7;32;I,9,59;I,9,59,7;,;2006;1,5;;4;;
200630;200630048;I;10;19;18;59;7;32;I,10,59;I,10,59,7;,;2006;10,5;;13;;
200626;200626069;D;0;1;18;59;8;17;D,0,59;D,0,59,8;,;2006;28,5;21;;;
200729;200729083;D;19;4;18;59;8;17;D,19,59;D,19,59,8;,;2007;25,5;24;;;
200612;200612147;I;22;29;18;59;8;17;I,22,59;I,22,59,8;,;2006;0,5;;25;;
200630;200630100;I;5;20;18;59;8;17;I,5,59;I,5,59,8;,;2006;9,5;;34;;
200726;200726114;I;31;27;18;59;8;17;I,31,59;I,31,59,8;,;2007;2,5;;27;;
201221;201221086;I;3;36;18;59;8;17;I,3,59;I,3,59,8;,;2012;-6,5;;18;;
200702;200702111;D;27;12;18;59;9;28;D,27,59;D,27,59,9;,;2007;17,5;21;;;
200703;200703029;D;19;4;18;59;9;28;D,19,59;D,19,59,9;,;2007;25,5;13;;;
200806;200806011;D;2;7;18;59;9;28;D,2,59;D,2,59,9;,;2008;22,5;16;;;
201208;201208071;D;3;36;18;59;9;28;D,3,59;D,3,59,9;,;2012;-6,5;8;;;
201220;201220077;D;7;32;18;59;9;28;D,7,59;D,7,59,9;,;2012;-2,5;4;;;
201221;201221066;I;35;35;18;59;9;28;I,35,59;I,35,59,9;,;2012;-5,5;;30;;
210107;210107048;I;28;33;18;59;9;28;I,28,59;I,28,59,9;,;2101;-3,5;5;32;;
200707;200707043;D;27;12;18;59;10;19;D,27,59;D,27,59,10;,;2007;17,5;30;;;
200729;200729021;D;32;2;18;59;10;19;D,32,59;D,32,59,10;,;2007;27,5;20;;;
200730;200730075;D;15;3;18;59;10;19;D,15,59;D,15,59,10;,;2007;26,5;21;;;
201213;201213023;D;35;35;18;59;10;19;D,35,59;D,35,59,10;,;2012;-5,5;16;;;
200611;200611017;I;9;28;18;59;10;19;I,9,59;I,9,59,10;,;2006;1,5;;28;;
200706;200706084;I;24;21;18;59;10;19;I,24,59;I,24,59,10;,;2007;8,5;;35;;
200708;200708085;D;17;9;18;59;11;15;D,17,59;D,17,59,11;,;2007;20,5;31;;;
200723;200723097;D;32;2;18;59;11;15;D,32,59;D,32,59,11;,;2007;27,5;24;;;
200606;200606123;I;20;25;18;59;11;15;I,20,59;I,20,59,11;,;2006;4,5;;27;;
200721;200721080;I;33;23;18;59;11;15;I,33,59;I,33,59,11;,;2007;6,5;;29;;
201202;201202008;I;7;32;18;59;11;15;I,7,59;I,7,59,11;,;2012;-2,5;;20;;
200704;200704010;I;33;23;18;59;12;34;I,33,59;I,33,59,12;,;2007;6,5;;11;;
200709;200709122;I;24;21;18;59;12;34;I,24,59;I,24,59,12;,;2007;8,5;;13;;
200601;200601075;D;4;5;18;59;13;13;D,4,59;D,4,59,13;,;2006;24,5;29;;;
200612;200612050;D;35;35;18;59;13;13;D,35,59;D,35,59,13;,;2006;-5,5;22;;;
200627;200627061;D;0;1;18;59;13;13;D,0,59;D,0,59,13;,;2006;28,5;25;;;
200712;200712095;D;4;5;18;59;13;13;D,4,59;D,4,59,13;,;2007;24,5;29;;;
201207;201207083;D;12;34;18;59;13;13;D,12,59;D,12,59,13;,;2012;-4,5;21;;;
201221;201221023;D;7;32;18;59;13;13;D,7,59;D,7,59,13;,;2012;-2,5;19;;;
200626;200626044;I;33;23;18;59;13;13;I,33,59;I,33,59,13;,;2006;6,5;;27;;
200802;200802032;I;14;26;18;59;13;13;I,14,59;I,14,59,13;,;2008;3,5;;24;;
201203;201203026;I;12;34;18;59;13;13;I,12,59;I,12,59,13;,;2012;-4,5;;16;;
200711;200711044;I;33;23;18;59;14;26;I,33,59;I,33,59,14;,;2007;6,5;;3;;
200712;200712017;D;21;6;18;59;15;3;D,21,59;D,21,59,15;,;2007;23,5;3;;;
200613;200613046;I;20;25;18;59;15;3;I,20,59;I,20,59,15;,;2006;4,5;;15;;
200614;200614068;I;14;26;18;59;15;3;I,14,59;I,14,59,15;,;2006;3,5;;14;;
200717;200717030;I;23;18;18;59;15;3;I,23,59;I,23,59,15;,;2007;11,5;;22;;
200725;200725032;I;9;28;18;59;15;3;I,9,59;I,9,59,15;,;2007;1,5;;12;;
200720;200720033;D;15;3;18;59;16;22;D,15,59;D,15,59,16;,;2007;26,5;18;;;
201217;201217033;D;7;32;18;59;16;22;D,7,59;D,7,59,16;,;2012;-2,5;10;;;
201220;201220007;D;28;33;18;59;16;22;D,28,59;D,28,59,16;,;2012;-3,5;11;;;
200623;200623032;I;1;24;18;59;16;22;I,1,59;I,1,59,16;,;2006;5,5;;35;;
200726;200726090;I;31;27;18;59;16;22;I,31,59;I,31,59,16;,;2007;2,5;;32;;
200614;200614005;D;15;3;18;59;17;9;D,15,59;D,15,59,17;,;2006;26,5;31;;;
201216;201216023;D;7;32;18;59;17;9;D,7,59;D,7,59,17;,;2012;-2,5;23;;;
201207;201207119;D;35;35;18;59;18;30;D,35,59;D,35,59,18;,;2012;-5,5;5;;;
210105;210105037;D;3;36;18;59;18;30;D,3,59;D,3,59,18;,;2101;-6,5;6;;;
200610;200610163;I;31;27;18;59;18;30;I,31,59;I,31,59,18;,;2006;2,5;;3;;
200611;200611023;I;22;29;18;59;19;4;I,22,59;I,22,59,19;,;2006;0,5;;12;;
200708;200708090;I;5;20;18;59;19;4;I,5,59;I,5,59,19;,;2007;9,5;;21;;
200802;200802058;I;31;27;18;59;19;4;I,31,59;I,31,59,19;,;2008;2,5;;14;;
201216;201216034;I;3;36;18;59;19;4;I,3,59;I,3,59,19;,;2012;-6,5;;5;;
201229;201229022;I;3;36;18;59;19;4;I,3,59;I,3,59,19;,;2012;-6,5;;5;;
200605;200605076;D;26;37;18;59;20;25;D,26,59;D,26,59,20;,;2006;-7,5;12;;;
200706;200706011;D;21;6;18;59;20;25;D,21,59;D,21,59,20;,;2007;23,5;18;;;
200723;200723037;D;0;1;18;59;21;6;D,0,59;D,0,59,21;,;2007;28,5;32;;;
201222;201222035;D;29;31;18;59;21;6;D,29,59;D,29,59,21;,;2012;-1,5;25;;;
200602;200602099;I;9;28;18;59;21;6;I,9,59;I,9,59,21;,;2006;1,5;;15;;
200613;200613088;I;20;25;18;59;21;6;I,20,59;I,20,59,21;,;2006;4,5;;18;;
201028;201028030;I;3;36;18;59;21;6;I,3,59;I,3,59,21;,;2010;-6,5;;7;;
201229;201229042;I;35;35;18;59;21;6;I,35,59;I,35,59,21;,;2012;-5,5;;8;;
210106;210106116;I;12;34;18;59;21;6;I,12,59;I,12,59,21;,;2101;-4,5;;9;;
200708;200708101;D;21;6;18;59;22;29;D,21,59;D,21,59,22;,;2007;23,5;14;;;
201223;201223039;D;28;33;18;59;22;29;D,28,59;D,28,59,22;,;2012;-3,5;4;;;
200602;200602003;I;31;27;18;59;22;29;I,31,59;I,31,59,22;,;2006;2,5;;2;;
201213;201213032;I;12;34;18;59;22;29;I,12,59;I,12,59,22;,;2012;-4,5;;32;;
200601;200601034;I;9;28;18;59;23;18;I,9,59;I,9,59,23;,;2006;1,5;;27;;
200602;200602117;I;9;28;18;59;23;18;I,9,59;I,9,59,23;,;2006;1,5;;27;;
200612;200612055;I;18;30;18;59;23;18;I,18,59;I,18,59,23;,;2006;-0,5;;25;;
200706;200706040;I;16;22;18;59;23;18;I,16,59;I,16,59,23;,;2007;7,5;;33;;
200725;200725070;I;9;28;18;59;23;18;I,9,59;I,9,59,23;,;2007;1,5;;27;;
201218;201218030;I;28;33;18;59;23;18;I,28,59;I,28,59,23;,;2012;-3,5;;22;;
200616;200616141;D;15;3;18;59;24;21;D,15,59;D,15,59,24;,;2006;26,5;19;;;
201204;201204047;D;35;35;18;59;24;21;D,35,59;D,35,59,24;,;2012;-5,5;14;;;
200618;200618014;I;22;29;18;59;24;21;I,22,59;I,22,59,24;,;2006;0,5;;29;;
200624;200624040;I;14;26;18;59;24;21;I,14,59;I,14,59,24;,;2006;3,5;;32;;
200708;200708098;I;16;22;18;59;24;21;I,16,59;I,16,59,24;,;2007;7,5;;36;;
201207;201207012;I;7;32;18;59;24;21;I,7,59;I,7,59,24;,;2012;-2,5;;26;;
200616;200616033;D;32;2;18;59;25;8;D,32,59;D,32,59,25;,;2006;27,5;31;;;
200720;200720093;D;19;4;18;59;25;8;D,19,59;D,19,59,25;,;2007;25,5;33;;;
201216;201216007;D;32;2;18;59;25;8;D,32,59;D,32,59,25;,;2012;27,5;31;;;
210106;210106113;D;35;35;18;59;25;8;D,35,59;D,35,59,25;,;2101;-5,5;27;;;
200609;200609103;I;31;27;18;59;25;8;I,31,59;I,31,59,25;,;2006;2,5;;18;;
200609;200609139;I;9;28;18;59;25;8;I,9,59;I,9,59,25;,;2006;1,5;;17;;
201204;201204070;I;18;30;18;59;25;8;I,18,59;I,18,59,25;,;2012;-0,5;;15;;
201213;201213058;I;28;33;18;59;25;8;I,28,59;I,28,59,25;,;2012;-3,5;;12;;
201218;201218066;I;35;35;18;59;25;8;I,35,59;I,35,59,25;,;2012;-5,5;;10;;
200607;200607072;D;3;36;18;59;26;37;D,3,59;D,3,59,26;,;2006;-6,5;36;;;
200722;200722017;D;19;4;18;59;26;37;D,19,59;D,19,59,26;,;2007;25,5;4;;;
201208;201208060;I;7;32;18;59;26;37;I,7,59;I,7,59,26;,;2012;-2,5;;5;;
200624;200624093;D;0;1;18;59;27;12;D,0,59;D,0,59,27;,;2006;28,5;26;;;
200803;200803025;D;15;3;18;59;27;12;D,15,59;D,15,59,27;,;2008;26,5;28;;;
201217;201217049;D;7;32;18;59;28;33;D,7,59;D,7,59,28;,;2012;-2,5;36;;;
200625;200625122;I;14;26;18;59;28;33;I,14,59;I,14,59,28;,;2006;3,5;;7;;
200808;200808010;I;16;22;18;59;28;33;I,16,59;I,16,59,28;,;2008;7,5;;11;;
200604;200604088;D;26;37;18;59;29;31;D,26,59;D,26,59,29;,;2006;-7,5;6;;;
200606;200606082;D;26;37;18;59;29;31;D,26,59;D,26,59,29;,;2006;-7,5;6;;;
200616;200616047;D;2;7;18;59;29;31;D,2,59;D,2,59,29;,;2006;22,5;13;;;
200609;200609049;I;22;29;18;59;29;31;I,22,59;I,22,59,29;,;2006;0,5;;2;;
201223;201223033;D;7;32;18;59;30;16;D,7,59;D,7,59,30;,;2012;-2,5;16;;;
210102;210102041;D;12;34;18;59;30;16;D,12,59;D,12,59,30;,;2101;-4,5;18;;;
200608;200608021;I;9;28;18;59;30;16;I,9,59;I,9,59,30;,;2006;1,5;;25;;
200728;200728094;I;33;23;18;59;30;16;I,33,59;I,33,59,30;,;2007;6,5;;30;;
200609;200609052;D;0;1;18;59;31;27;D,0,59;D,0,59,31;,;2006;28,5;11;;;
200605;200605097;I;9;28;18;59;31;27;I,9,59;I,9,59,31;,;2006;1,5;;36;;
201203;201203080;I;12;34;18;59;31;27;I,12,59;I,12,59,31;,;2012;-4,5;;30;;
200604;200604032;D;32;2;18;59;32;2;D,32,59;D,32,59,32;,;2006;27,5;0;;;
201203;201203037;D;28;33;18;59;32;2;D,28,59;D,28,59,32;,;2012;-3,5;31;;;
200717;200717102;I;33;23;18;59;32;2;I,33,59;I,33,59,32;,;2007;6,5;;16;;
200723;200723096;I;9;28;18;59;32;2;I,9,59;I,9,59,32;,;2007;1,5;;11;;
201206;201206010;I;7;32;18;59;32;2;I,7,59;I,7,59,32;,;2012;-2,5;;7;;
201216;201216036;I;3;36;18;59;32;2;I,3,59;I,3,59,32;,;2012;-6,5;;3;;
200712;200712101;D;4;5;18;59;33;23;D,4,59;D,4,59,33;,;2007;24,5;19;;;
200726;200726011;D;4;5;18;59;33;23;D,4,59;D,4,59,33;,;2007;24,5;19;;;
201203;201203020;I;35;35;18;59;33;23;I,35,59;I,35,59,33;,;2012;-5,5;;25;;
201207;201207016;I;12;34;18;59;33;23;I,12,59;I,12,59,33;,;2012;-4,5;;26;;
200717;200717025;D;21;6;18;59;34;10;D,21,59;D,21,59,34;,;2007;23,5;33;;;
200730;200730085;D;19;4;18;59;34;10;D,19,59;D,19,59,34;,;2007;25,5;31;;;
201207;201207043;D;28;33;18;59;34;10;D,28,59;D,28,59,34;,;2012;-3,5;23;;;
210102;210102109;D;12;34;18;59;34;10;D,12,59;D,12,59,34;,;2101;-4,5;24;;;
200728;200728084;I;14;26;18;59;34;10;I,14,59;I,14,59,34;,;2007;3,5;;21;;
201206;201206060;I;7;32;18;59;34;10;I,7,59;I,7,59,34;,;2012;-2,5;;15;;
201218;201218004;I;3;36;18;59;34;10;I,3,59;I,3,59,34;,;2012;-6,5;;11;;
200602;200602070;D;0;1;18;59;35;35;D,0,59;D,0,59,35;,;2006;28,5;3;;;
200606;200606074;D;26;37;18;59;35;35;D,26,59;D,26,59,35;,;2006;-7,5;2;;;
200622;200622033;D;0;1;18;59;35;35;D,0,59;D,0,59,35;,;2006;28,5;3;;;
200625;200625149;D;19;4;18;59;35;35;D,19,59;D,19,59,35;,;2006;25,5;6;;;
201102;201102035;D;12;34;18;59;35;35;D,12,59;D,12,59,35;,;2011;-4,5;36;;;
201208;201208042;I;12;34;18;59;35;35;I,12,59;I,12,59,35;,;2012;-4,5;;1;;
200602;200602080;D;15;3;18;59;36;14;D,15,59;D,15,59,36;,;2006;26,5;26;;;
201203;201203053;D;35;35;18;59;36;14;D,35,59;D,35,59,36;,;2012;-5,5;21;;;
200630;200630094;I;16;22;18;59;36;14;I,16,59;I,16,59,36;,;2006;7,5;;29;;
200605;200605107;I;22;29;18,29;60;0;1;I,22,60;I,22,60,0;,;2006;1;;9;;
200731;200731034;I;14;26;18,29;60;0;1;I,14,60;I,14,60,0;,;2007;4;;12;;
200705;200705099;D;2;7;18,29;60;1;24;D,2,60;D,2,60,1;,;2007;23;20;;;
200808;200808066;I;33;23;18,29;60;1;24;I,33,60;I,33,60,1;,;2008;7;;1;;
201209;201209024;I;7;32;18,29;60;1;24;I,7,60;I,7,60,1;,;2012;-2;;29;;
200613;200613060;I;1;24;18,29;60;2;7;I,1,60;I,1,60,2;,;2006;6;;20;;
201211;201211011;D;35;35;18,29;60;3;36;D,35,60;D,35,60,3;,;2012;-5;36;;;
200617;200617071;D;32;2;18,29;60;4;5;D,32,60;D,32,60,4;,;2006;28;34;;;
200703;200703073;D;17;9;18,29;60;4;5;D,17,60;D,17,60,4;,;2007;21;4;;;
201030;201030041;D;7;32;18,29;60;4;5;D,7,60;D,7,60,4;,;2010;-2;27;;;
200613;200613054;I;28;33;18,29;60;4;5;I,28,60;I,28,60,4;,;2006;-3;;9;;
200622;200622030;I;22;29;18,29;60;7;32;I,22,60;I,22,60,7;,;2006;1;;3;;
200722;200722076;I;20;25;18,29;60;7;32;I,20,60;I,20,60,7;,;2007;5;;7;;
200731;200731045;D;19;4;18,29;60;8;17;D,19,60;D,19,60,8;,;2007;26;24;;;
200606;200606049;I;9;28;18,29;60;8;17;I,9,60;I,9,60,8;,;2006;2;;26;;
201221;201221098;I;3;36;18,29;60;8;17;I,3,60;I,3,60,8;,;2012;-6;;18;;
201217;201217008;I;3;36;18,29;60;9;28;I,3,60;I,3,60,9;,;2012;-6;;29;;
201220;201220001;D;35;35;18,29;60;13;13;D,35,60;D,35,60,13;,;2012;-5;22;;;
200609;200609079;I;22;29;18,29;60;13;13;I,22,60;I,22,60,13;,;2006;1;;21;;
201204;201204036;I;12;34;18,29;60;13;13;I,12,60;I,12,60,13;,;2012;-4;;16;;
201206;201206022;I;28;33;18,29;60;13;13;I,28,60;I,28,60,13;,;2012;-3;;17;;
200729;200729111;D;17;9;18,29;60;14;26;D,17,60;D,17,60,14;,;2007;21;20;;;
200602;200602133;I;9;28;18,29;60;14;26;I,9,60;I,9,60,14;,;2006;2;;35;;
200604;200604051;I;9;28;18,29;60;14;26;I,9,60;I,9,60,14;,;2006;2;;35;;
210103;210103022;I;28;33;18,29;60;14;26;I,28,60;I,28,60,14;,;2101;-3;;30;;
200729;200729050;I;33;23;18,29;60;16;22;I,33,60;I,33,60,16;,;2007;7;;36;;
200603;200603117;I;9;28;18,29;60;17;9;I,9,60;I,9,60,17;,;2006;2;;18;;
200616;200616026;I;33;23;18,29;60;17;9;I,33,60;I,33,60,17;,;2006;7;;23;;
200608;200608132;D;26;37;18,29;60;18;30;D,26,60;D,26,60,18;,;2006;-7;7;;;
200618;200618056;I;22;29;18,29;60;18;30;I,22,60;I,22,60,18;,;2006;1;;1;;
200623;200623058;I;14;26;18,29;60;18;30;I,14,60;I,14,60,18;,;2006;4;;4;;
200702;200702073;D;21;6;18,29;60;19;4;D,21,60;D,21,60,19;,;2007;24;2;;;
201208;201208065;D;0;1;18,29;60;19;4;D,0,60;D,0,60,19;,;2012;29;34;;;
210103;210103005;D;28;33;18,29;60;20;25;D,28,60;D,28,60,20;,;2101;-3;8;;;
200616;200616018;I;9;28;18,29;60;20;25;I,9,60;I,9,60,20;,;2006;2;;34;;
200606;200606057;I;31;27;18,29;60;21;6;I,31,60;I,31,60,21;,;2006;3;;16;;
200618;200618038;I;18;30;18,29;60;21;6;I,18,60;I,18,60,21;,;2006;0;;13;;
200622;200622048;I;31;27;18,29;60;21;6;I,31,60;I,31,60,21;,;2006;3;;16;;
200711;200711080;I;20;25;18,29;60;21;6;I,20,60;I,20,60,21;,;2007;5;;18;;
200609;200609078;D;35;35;18,29;60;22;29;D,35,60;D,35,60,22;,;2006;-5;6;;;
201208;201208105;D;26;37;18,29;60;22;29;D,26,60;D,26,60,22;,;2012;-7;8;;;
201226;201226023;D;26;37;18,29;60;23;18;D,26,60;D,26,60,23;,;2012;-7;19;;;
200605;200605047;I;18;30;18,29;60;23;18;I,18,60;I,18,60,23;,;2006;0;;25;;
200726;200726002;I;14;26;18,29;60;23;18;I,14,60;I,14,60,23;,;2007;4;;29;;
200605;200605006;D;4;5;18,29;60;24;21;D,4,60;D,4,60,24;,;2006;25;21;;;
200722;200722001;D;17;9;18,29;60;24;21;D,17,60;D,17,60,24;,;2007;21;25;;;
210106;210106061;D;28;33;18,29;60;24;21;D,28,60;D,28,60,24;,;2101;-3;12;;;
201207;201207114;I;35;35;18,29;60;24;21;I,35,60;I,35,60,24;,;2012;-5;;23;;
200604;200604139;I;18;30;18,29;60;26;37;I,18,60;I,18,60,26;,;2006;0;;7;;
200704;200704065;D;2;7;18,29;60;28;33;D,2,60;D,2,60,28;,;2007;23;11;;;
200627;200627016;I;35;35;18,29;60;28;33;I,35,60;I,35,60,28;,;2006;-5;;35;;
201211;201211090;I;28;33;18,29;60;28;33;I,28,60;I,28,60,28;,;2012;-3;;0;;
200608;200608149;I;9;28;18,29;60;29;31;I,9,60;I,9,60,29;,;2006;2;;3;;
200605;200605026;D;15;3;18,29;60;30;16;D,15,60;D,15,60,30;,;2006;27;24;;;
200717;200717050;I;33;23;18,29;60;30;16;I,33,60;I,33,60,30;,;2007;7;;30;;
200606;200606147;I;22;29;18,29;60;31;27;I,22,60;I,22,60,31;,;2006;1;;35;;
200726;200726035;D;15;3;18,29;60;33;23;D,15,60;D,15,60,33;,;2007;27;17;;;
200630;200630064;I;24;21;18,29;60;33;23;I,24,60;I,24,60,33;,;2006;9;;2;;
200618;200618012;I;9;28;18,29;60;34;10;I,9,60;I,9,60,34;,;2006;2;;19;;
200604;200604124;D;3;36;18,29;60;35;35;D,3,60;D,3,60,35;,;2006;-6;1;;;
200614;200614109;D;3;36;18,29;60;36;14;D,3,60;D,3,60,36;,;2006;-6;22;;;
210106;210106027;D;26;37;18,29;60;36;14;D,26,60;D,26,60,36;,;2101;-7;23;;;
200608;200608127;I;18;30;18,29;60;36;14;I,18,60;I,18,60,36;,;2006;0;;21;;
200612;200612141;I;22;29;18,29;60;36;14;I,22,60;I,22,60,36;,;2006;1;;22;;
200618;200618027;D;32;2;29;61;0;1;D,32,61;D,32,61,0;,;2006;28,5;1;;;
201222;201222005;D;7;32;29;61;0;1;D,7,61;D,7,61,0;,;2012;-1,5;31;;;
200606;200606095;I;9;28;29;61;0;1;I,9,61;I,9,61,0;,;2006;2,5;;10;;
200721;200721086;I;20;25;29;61;0;1;I,20,61;I,20,61,0;,;2007;5,5;;13;;
200603;200603026;D;15;3;29;61;1;24;D,15,61;D,15,61,1;,;2006;27,5;16;;;
200610;200610174;D;32;2;29;61;1;24;D,32,61;D,32,61,1;,;2006;28,5;15;;;
200622;200622061;D;19;4;29;61;1;24;D,19,61;D,19,61,1;,;2006;26,5;17;;;
200624;200624004;I;30;16;29;61;1;24;I,30,61;I,30,61,1;,;2006;14,5;;8;;
200704;200704054;I;16;22;29;61;1;24;I,16,61;I,16,61,1;,;2007;8,5;;2;;
200731;200731002;I;14;26;29;61;1;24;I,14,61;I,14,61,1;,;2007;4,5;;35;;
200610;200610002;D;25;8;29;61;2;7;D,25,61;D,25,61,2;,;2006;22,5;1;;;
200705;200705025;D;2;7;29;61;2;7;D,2,61;D,2,61,2;,;2007;23,5;0;;;
200723;200723020;I;20;25;29;61;2;7;I,20,61;I,20,61,2;,;2007;5,5;;19;;
200726;200726052;I;14;26;29;61;2;7;I,14,61;I,14,61,2;,;2007;4,5;;18;;
200605;200605100;D;0;1;29;61;3;36;D,0,61;D,0,61,3;,;2006;29,5;2;;;
200712;200712045;D;34;10;29;61;3;36;D,34,61;D,34,61,3;,;2007;20,5;11;;;
200704;200704078;I;20;25;29;61;3;36;I,20,61;I,20,61,3;,;2007;5,5;;11;;
200706;200706038;I;16;22;29;61;3;36;I,16,61;I,16,61,3;,;2007;8,5;;14;;
200710;200710032;I;16;22;29;61;3;36;I,16,61;I,16,61,3;,;2007;8,5;;14;;
201202;201202100;I;35;35;29;61;3;36;I,35,61;I,35,61,3;,;2012;-4,5;;1;;
201208;201208028;I;3;36;29;61;3;36;I,3,61;I,3,61,3;,;2012;-5,5;;0;;
201228;201228030;I;29;31;29;61;3;18;I,29,61;I,29,61,3;,;2012;-0,5;;24;;
200605;200605080;D;32;2;29;61;4;5;D,32,61;D,32,61,4;,;2006;28,5;34;;;
200626;200626079;D;15;3;29;61;4;5;D,15,61;D,15,61,4;,;2006;27,5;35;;;
200717;200717109;D;21;6;29;61;4;5;D,21,61;D,21,61,4;,;2007;24,5;1;;;
201213;201213007;D;35;35;29;61;4;5;D,35,61;D,35,61,4;,;2012;-4,5;30;;;
200723;200723001;D;15;3;29;61;5;20;D,15,61;D,15,61,5;,;2007;27,5;20;;;
201102;201102013;D;35;35;29;61;5;20;D,35,61;D,35,61,5;,;2011;-4,5;15;;;
200602;200602061;I;31;27;29;61;5;20;I,31,61;I,31,61,5;,;2006;3,5;;30;;
200611;200611097;I;22;29;29;61;5;20;I,22,61;I,22,61,5;,;2006;1,5;;28;;
200720;200720074;I;31;27;29;61;5;20;I,31,61;I,31,61,5;,;2007;3,5;;30;;
200604;200604102;D;26;37;29;61;6;11;D,26,61;D,26,61,6;,;2006;-6,5;26;;;
200723;200723109;D;32;2;29;61;6;11;D,32,61;D,32,61,6;,;2007;28,5;28;;;
200705;200705102;I;16;22;29;61;6;11;I,16,61;I,16,61,6;,;2007;8,5;;26;;
200722;200722010;I;20;25;29;61;6;11;I,20,61;I,20,61,6;,;2007;5,5;;23;;
201213;201213069;D;26;37;29;61;7;32;D,26,61;D,26,61,7;,;2012;-6,5;5;;;
200611;200611101;I;18;30;29;61;7;32;I,18,61;I,18,61,7;,;2006;0,5;;2;;
200708;200708022;I;10;19;29;61;7;32;I,10,61;I,10,61,7;,;2007;11,5;;13;;
210105;210105066;I;28;33;29;61;7;32;I,28,61;I,28,61,7;,;2101;-2,5;;36;;
200602;200602110;D;4;5;29;61;8;17;D,4,61;D,4,61,8;,;2006;25,5;25;;;
200617;200617115;D;15;3;29;61;8;17;D,15,61;D,15,61,8;,;2006;27,5;23;;;
200630;200630027;D;36;14;29;61;8;17;D,36,61;D,36,61,8;,;2006;16,5;34;;;
200614;200614104;I;9;28;29;61;8;17;I,9,61;I,9,61,8;,;2006;2,5;;26;;
200616;200616054;I;20;25;29;61;8;17;I,20,61;I,20,61,8;,;2006;5,5;;29;;
200625;200625093;D;21;6;29;61;9;28;D,21,61;D,21,61,9;,;2006;24,5;15;;;
200626;200626071;D;32;2;29;61;9;28;D,32,61;D,32,61,9;,;2006;28,5;11;;;
200704;200704057;D;2;7;29;61;9;28;D,2,61;D,2,61,9;,;2007;23,5;16;;;
201227;201227089;D;28;;29;61;9;28;D,28,61;D,28,61,9;,;2012;30,5;9;;;
200705;200705100;I;1;24;29;61;9;28;I,1,61;I,1,61,9;,;2007;6,5;;4;;
201206;201206070;I;35;35;29;61;9;28;I,35,61;I,35,61,9;,;2012;-4,5;;30;;
200605;200605114;D;32;2;29;61;10;19;D,32,61;D,32,61,10;,;2006;28,5;20;;;
200625;200625009;D;15;3;29;61;10;19;D,15,61;D,15,61,10;,;2006;27,5;21;;;
200630;200630011;D;32;2;29;61;10;19;D,32,61;D,32,61,10;,;2006;28,5;20;;;
200718;200718073;D;6;11;29;61;10;19;D,6,61;D,6,61,10;,;2007;19,5;29;;;
200720;200720106;I;1;24;29;61;10;19;I,1,61;I,1,61,10;,;2007;6,5;;32;;
200808;200808074;I;16;22;29;61;10;19;I,16,61;I,16,61,10;,;2008;8,5;;34;;
200610;200610082;D;2;7;29;61;11;15;D,2,61;D,2,61,11;,;2006;23,5;29;;;
200725;200725033;D;15;3;29;61;11;15;D,15,61;D,15,61,11;,;2007;27,5;25;;;
200808;200808063;D;25;8;29;61;11;15;D,25,61;D,25,61,11;,;2008;22,5;30;;;
201207;201207057;D;12;34;29;61;11;15;D,12,61;D,12,61,11;,;2012;-3,5;19;;;
200704;200704048;I;1;24;29;61;11;15;I,1,61;I,1,61,11;,;2007;6,5;;28;;
201029;201029046;I;35;35;29;61;11;15;I,35,61;I,35,61,11;,;2010;-4,5;;17;;
201211;201211012;I;3;36;29;61;11;15;I,3,61;I,3,61,11;,;2012;-5,5;;16;;
201028;201028063;D;29;31;29;61;12;34;D,29,61;D,29,61,12;,;2010;-0,5;34;;;
200624;200624012;I;9;28;29;61;12;34;I,9,61;I,9,61,12;,;2006;2,5;;6;;
200706;200706119;D;2;7;29;61;13;13;D,2,61;D,2,61,13;,;2007;23,5;31;;;
201203;201203116;I;3;36;29;61;13;13;I,3,61;I,3,61,13;,;2012;-5,5;;14;;
201207;201207088;I;35;35;29;61;13;13;I,35,61;I,35,61,13;,;2012;-4,5;;15;;
200726;200726081;D;19;4;29;61;14;26;D,19,61;D,19,61,14;,;2007;26,5;15;;;
200625;200625044;I;31;27;29;61;14;26;I,31,61;I,31,61,14;,;2006;3,5;;36;;
201208;201208096;I;35;35;29;61;14;26;I,35,61;I,35,61,14;,;2012;-4,5;;28;;
200626;200626023;D;32;2;29;61;15;3;D,32,61;D,32,61,15;,;2006;28,5;36;;;
200630;200630069;D;6;11;29;61;15;3;D,6,61;D,6,61,15;,;2006;19,5;8;;;
200625;200625008;I;9;28;29;61;15;3;I,9,61;I,9,61,15;,;2006;2,5;;12;;
